Registry,Assignment,Organization Name,Organization Address
MA-M,0CCC478,"NINGBO QIXIANG INFORMATION TECHNOLOGY CO., LTD","MEIXI 66-1,DANDONG STREET,XIANGSHAN COUNTY  Ningbo Zhejiang CN 315048 "
MA-M,F0221DE,"oToBrite Electronics, Inc.","6F, No.18, Prosperity Rd. II, Science-Based Industrial Park Hsinchu  TW 30078 "
MA-M,F0221DD,Schleissheimer Soft- und Hardwareentwicklung GmbH,Am Kalkofen 10 Nieder-Woellstadt  DE 61206 
MA-M,F0221DC,Estone Technology LTD,"2F,Building No.1, Jia'an Industrial Park,No.2 Long Chang Road, Bao'an Shenzhen  Guangdong CN 518101 "
MA-M,E0382D4,"Qingdao Unovo Technologies Co., Ltd",8#-1 Household of Liandong U Valley Industrial Park Qingdao Shandong CN 266100 
MA-M,E0382D5,"Weishi Intelligent Information Technology (Guangzhou) Co., LTD","Room 1402, No. 85, Xiangxue Avenue middle, Huangpu District Guangzhou Guangdong CN 200233 "
MA-M,F0221D0,THANHBINH COMPANY - E111 FACTORY,"Industrial Security, Lai Yen Ward Hanoi Hoai Duc District VN 13200 "
MA-M,D46137C,"MUSASHI ENGINEERING,INC.",8-7-4 SHIMORENJAKU MITAKA-SHI TOKYO JP 181-0013 
MA-M,4C93A65,Fastenal IP Company,2001 Theurer Blvd Winona MN US 55987 
MA-M,4C74A7D,ddcpersia,No:36 14St Vozara Ave Argantin Sq Tehran/Iran Tehran Tehran IR 1511764311 
MA-M,6CDFFB3,Beijing Ainemo Co Ltd,"Building K1,  NO. 86 Beiyuan North road, Chaoyang district, Beijing China Beijing  Beijing CN 100012 "
MA-M,D096865,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,D09686B,"Changsha keruijie lnformation Technology Co.,Ltd","Floor 3, building 5, North Yuemin lane, Xinmin Road, Juzizhou street, Yuelu District, Changsha Changsha  CN 410000 "
MA-M,D096868,Energiekonzepte Deutschland GmbH,"Straße des 17. Juni, 4a Taucha Saxony DE 04425 "
MA-M,C49894A,Neron Informatics Pvt Ltd,"PLOTE- 6, 2ND FLOOR, OPP. HDFC BANK ,SAGAR PLAZA KAUSHAMBI  GHAZIABAD Utter Pradesh IN 201010 "
MA-M,C48372B,care.ai,7300 Sandlake Road Suite 327 Orlando FL US 32819 
MA-M,C483722,AI-RIDER CORPORATION,"4F., NO.6, WENHU ST., NEIHU DIST. Taipei City  TW 11445 "
MA-M,C48372D,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,C483728,ACCELECOM LTD.,"10th Floor, Building 06, Tian 'an Digital City, 36 Yongfeng Avenue, Qinhuai District, Nanjing Nanjing Jiangsu CN 210014 "
MA-M,D420007,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,5847CA0,LITUM BILGI TEKNOLOJILERI SAN. VE TIC. A.S.,?evket Özçelik Sk. No:29 Kültür Mah. Litum Plaza IZMIR  TR 35220 
MA-M,D420001,Zelus(HuangZhou) Technology Ltd.,"Room 601-602, Building 1, Liuhe Jinzuo, Xihu District, Hangzhou City, Zhejiang Province HuangZhou  CN 310012 "
MA-M,D420000,Wattsense,"Espace Ouest,  39 Chemin du Moulin Carron Dardilly  FR 69570 "
MA-M,C4A10E0,HYOSUNG Heavy Industries Corporation,"119, Mapo-daero (Gongdeok-dong), Mapo-gu Seoul  KR 04144 "
MA-M,5847CA8,"Birger Engineering, Inc.",42 Chauncy Street Suite 1A BOSTON MA US 02111 
MA-M,5847CA4,Future Tech Development FZC LLC,A-64-00-01-01/2 - Flamingo Villas Ajman  AE 00000 
MA-M,883CC5E,myUpTech AB,Box 14 Markaryd  SE 28532 
MA-M,883CC5D,Lenard Enterprises Inc,"1211 Gorham St., Unit 3 Newmarket ON L3Y8Y3  Newmarket ON CA L3Y8Y3 "
MA-M,18C3F4B,"VECTOR TECHNOLOGIES, LLC","Razdolnaya str, 76bldg3 Orel Orel region RU 302038 "
MA-M,883CC59,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,"NO.8 Tangzhuang Road,Suzhou Industrial Park,Su ZhouCity,JiangSu Province,China Suzhou  CN 215021 "
MA-M,883CC5C,HDL da Amazônia Industria Eletrônica Ltda,"Avenida Abiurana, 1150 - Distrito Manaus MN BR 69075-010 "
MA-M,2C691D4,SPEEDTECH CORP.,"No. 568, Sec. 1, Minsheng N. Rd., Guishan Dist., Taoyuan City 338, Taiwan Taoyuan  TW 338 "
MA-M,2C691D8,IBM,9000 South Rita Rd Tucson AZ US 85744 
MA-M,303D510,Fink Telecom Services GmbH,Paradieshofstrasse 101 Basel  CH 4054 
MA-M,303D516,"Amber-Link Network Technology Co.,Ltd.","Bld. #1, St. 356, Rd. Guo Shoujing Shanghai  CN China "
MA-M,18C3F49,"Ningbo Yuda Communication Technology Co.,Ltd","No.2 Yuda Road,Fengshan Street,Yuyao Yuyao Zhejiang CN 315400 "
MA-M,303D51B,Labman Automation,Labman Automation Ltd Seamer Hill Stokesley North Yorkshire GB TS9 5NQ 
MA-M,18C3F4C,"HANGZHOU ZHONGKEJIGUANG TECHNOLOGY CO., LTD","Room107, Building 2, No.600, 21 Street, ETDA, HANGZHOU Zhejiang CN 310018 "
MA-M,FC61795,Qisda Corporation,"No. 157, Shanying Rd., Gueishan Dist., Taoyuan City 33341, Taiwan Taoyuan  TW 33341 "
MA-M,FC6179C,"Shenzhen Xmitech Electronic Co.,Ltd","Room 8B1888, Block AB, New Energy Building, No.2239, Nanhai Avenue, Nanguang Community, Nanshan Street, Nanshan District, Shenzhen Shenzhen  CN 518054 "
MA-M,303D511,"SHENZHEN WLINK TECHNOLOGY CO., LTD.","201, F5 Building, TCL International E City, No.1001 Zhongshanyuan Rd., Nanshan Dist. Shenzhen Guangdong CN 518052 "
MA-M,0C7FED0,"Guangdong Tianshu New Energy Technology Co., Ltd","No.8 Huishang Road, Infore Enviro Industrial Park, Jiangcun Village, Leliu Street, Shunde District,  Foshan  CN 528000 "
MA-M,0C7FEDA,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,8C51095,Heliox Automotive B.V.,De Waal 24 Best  NL 5684 PH 
MA-M,8C51091,"Amzetta Technologies, LLC","5555 Oakbrook Pkwy, Suite 280 Norcross GA US 30093 "
MA-M,7050E7E,"KFBIO (KONFOONG BIOINFORMATION TECH CO.,LTD)","3F,No.4Building,Yuyao Technology Innovation Center Ningbo ZheJiang Province, P.R.C. CN 315400 "
MA-M,7050E78,"Shenzhen Dangs Science and Technology CO.,Ltd.","9th Floor of GDC Building, Gaoxin Middle 3rd St.,Nanshan District Shenzhen GuangDong CN 518063 "
MA-M,8002F4B,"Baicells Technologies Co., Ltd","10-11F,AL, No.1 Zhongguancun, Haidian Beijing Beijing CN 100094 "
MA-M,8002F40,"BK Networks Co,. Ltd.","330 Suin-ro, Gwonseon-gu Suwon-si Gyeonggi-do KR 16371 "
MA-M,C4A10E8,"Ayla Networks (Shenzhen) Co., Ltd.","Room 1501, Building B, Innovation Building, No.198 Daxin Road, Majialong Community ,Nantou Street,Nanshan District,  Shenzhen  CN 518000 "
MA-M,C4A10E3,Consolinno Energy GmbH,Franz-Mayer-Straße 1 Regensburg Bayern DE 93053 
MA-M,C4A10ED,Connectlab SRL,via donatello 30 Milano Milano IT 20131 - Milano 
MA-M,C4A10E1,BARTEC PIXAVI AS,Vestre Svanholmen 24 SANDNES Rogaland NO 4313 
MA-M,9C431EE,SHURE INCORPORATED,"2552 White Road, Suite A Irvine CA US 92614 "
MA-M,1C5974E,Globe Tracker ApS,Strandgade 91 kobenhavn State / Province* DK 1401 
MA-M,18A59CB,CAL-COMP INDUSTRIA E COMERCIO DE ELETRONICOS E INFORMATICA LTDA,"AVENIDA TORQUATO TAPAJOS, 7503 TARUMA GALPAO 2 - CNPJ: 07.200.194/0003-80 MANAUS AMAZONAS BR 69041-025 "
MA-M,381F261,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,"NO.8 Tangzhuang Road,Suzhou Industrial Park,Su ZhouCity,JiangSu Province,China Suzhou  CN 215021 "
MA-M,18A59C5,Thermia AB,Snickaregatan 1 Arvika  SE 67134 
MA-M,381F269,SMS Evoko Group AB,Hastholmsvagen 32 Nacka  SE 13130 
MA-M,18A59CC,BlueEyes Technology,"7F-3, No.200, Sec. 4, Wenxin Rd., Taichung City Taiwan TW 40462 "
MA-M,3043D73,Luxshare Electronic Technology (Kunshan) LTD,"No.158,Jinchang Road,Jinxi Town,Kunshan City,Jiangsu Province,215324, China Kunshan Jiangsu CN 215324 "
MA-M,3043D77,"DIGICITI Technology Co.,Ltd","Room 3502,Building 1,Huide Building,North Station Community,Minzhi Street,Longhua District Shenzhen Guangdong CN 518000 "
MA-M,381F268,Avon Protection,503 8th Street Cadillac MI US 49601 
MA-M,3043D72,Apollo Infoways Private Limited,"G-149, Sector-63 Noida Uttar Pradesh IN 201301 "
MA-M,6C93081,WATERFORD CONSULTANTS LLC,"7430 NEW TECHNOLOGY WAY, Suite 150 FREDERICK  US 21703 "
MA-M,0C86299,HONGKONG SAINT TECH INDUSTRIAL LIMITED,RM 1904A 19/F LUCKY COMMERCIAL CENTRE NO.103 DES VOEUX ROAD WEST HK HONGKONG  CN 999077 
MA-M,6C93080,Braums,Unit M 10-16 South st Rydalmere  NSW AU 2116 
MA-M,6C93085,"Shenzhen C & D Electronics Co., Ltd.","9th FIoor, Building 9, No.1 Qingxiang road, BaoNeng Science and TechnoIogy Industrial Park, Longhua New District ShenZhen GuangDong CN 518000 "
MA-M,0C8629B,Akribis Systems,"Block 5012 Techplace II, #01-05 Ang Mo Kio Avenue 5 Singapore Singapore SG 569876 "
MA-M,50FF991,COYOTE SYSTEM,24 quai Gallieni Suresnes  FR 92150 
MA-M,0C8629D,"BEIJING BEIBIANZHIDA TECHNOLOGY CO.,LTD","27 Shucun West Road, Haidian District, Beijing  CN 100089 "
MA-M,0C86295,"Shenzhen protostellar technology Co., Ltd"," 4/F, #16, DaKan Yangmen industrial park, XiLi town,  Nanshan district ShenZhen GuangDong CN 518055 "
MA-M,988FE03,Empowerment Technologies Inc.,"590 York Rd., Unit 2 Niagara-on-the-Lake Ontario CA L0S 1J0 "
MA-M,988FE0B,"Dongguan Synst Electronics Co., LTD.","No. 20, Fudong Road, Houjie Town Dongguan Guangdong CN 523966 "
MA-M,988FE02,vhf elektronik GmbH,Melli-Beese-Str. 24 Fuerth Bavaria DE 90768 
MA-M,988FE0C,"Shenzhen Micro&Nano Perception Computing Technology Co.,Ltd",shenzhenshifutianquzhongkanglu136haoxinyidaichanyeyuan4dong6lou shenzhen guangdong CN 518000 
MA-M,0826AE3,"Shenzhen Hai yingZhilian Industrial Co., Ltd.",2-5/F? #8FactoryBld?Yu'an Factory Area ?LongchengIndustryPark?Gao feng Community ?Dalang Street ? Shenzhen Guangdong  CN 518110 
MA-M,DC36434,"Fresenius Medical Care R&D (Shanghai) Co.,Ltd.","Building 15, No. 1036 Tianlin road, Shanghai shanghai  CN 200233 "
MA-M,0826AE2,ZaiNar,"2 Davis Drive, Unit 1 Belmont CA US 94002 "
MA-M,18D793A,"zhejiang Anhong technology co.,ltd","Floor 3, Building 2, No.6, Changtai Street, Changkou Town, Fuyang District hangzhou zhejiang CN 311400 "
MA-M,18D793D,Kraken Technologies Ltd,33 Holborn London  GB EC1N 2HT 
MA-M,18D7939,Clarity Medical Pvt Ltd,"PLOT No. 1687A, JLPL  INDUSTRIAL AREA, SECTOR 82, MOHALI MOHALI Punjab IN 140306 "
MA-M,04EEE8C,daishin,9828-15 Kataokaimaizumi Shiojiri-shi Nagano-ken JP 3990711 
MA-M,04EEE8D,"SHENZHEN TOPWELL TECHNOLOGY CO., LTD.","15/F, Building A1, Qiaode Science & Technology Park, No.7 Road, Hi-Tech Industry Park ,Guangming new district Shenzhen Guang Dong  CN 518000 "
MA-M,50A030E,"HANKOOK CTEC CO,. LTD.","404 Hallasigmavalley, 53, Gasandigital 2-ro Geumcheongu Seoul  KR 08588 "
MA-M,18D7931,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,94C9B71,C-Mer Rainsoptics Limited,"Room 607, 6/F, 17W of Hong Kong Science Park, No.17 Science Park West Avenue  Shatin Hong Kong HK 000000 "
MA-M,50A030B,"SHANGHAI ZXELINK Co.,Ltd","No.889 Bibo Road, Zhangjiang Hi-Tech Park Shanghai Shanghai Province CN 200000 "
MA-M,50A030D,SERNET (SUZHOU) TECHNOLOGIES CORPORATION,"NO.8 Tangzhuang Road,Suzhou Industrial Park,Su ZhouCity,JiangSu Province,China Suzhou  CN 215021 "
MA-M,94C9B72,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,50A0305,"Jiangsu Jinshi Legend Technology Co.,Ltd","North-2, floor 13, building A3, No. 8, Bailongjiang East Street, Xincheng Science Park, Jianye District, Nanjing Nanjing  CN 210005 "
MA-M,1845B32,"Haier cloud Health Technology (Qingdao) Co., Ltd","Room c1-201, No. 127, huizhiqiao Road, high tech Zone Qingdao Shandong CN 266114 "
MA-M,F4A454A,Annapurna labs,"Matam Scientific Industries Center,   Building 8.2 Mail box 15123 Haifa IL 3508409 "
MA-M,1845B38,"ShenZhen Topband Co.,Ltd","Topband Industrial Park, Shiyan Town, Bao'anDistrict,Shenzhen Shenzhen  CN 518000 "
MA-M,F4A4545,"Denshijiki Industry Co.,Ltd",5-6-20 Ukima Kita-ku Tokyo-to JP 115-0051 
MA-M,F4A4544,Earshots,Aviation Way Palmerston North Manawatu NZ 4410 
MA-M,1845B30,"leetop tech co.,ltd","2203 Changhong Technology Building, Science and Technology Park shenzhen city GD province CN 518053 "
MA-M,1845B31,Pfannenberg GmbH,Werner-Witt-Straße 1 Hamburg Hamburg DE 21035 
